 Basic XML Schema Patterns for Databinding Version 1.0                                                   , 2006-11-22 , http://www.w3.org/TR/2006/WD-xmlschema-patterns-20061122/              , LastCall         
 Basic XML Schema Patterns for Databinding Version 1.0                                                   , 2006-11-22 , http://www.w3.org/TR/2006/WD-xmlschema-patterns-20061122/              , WD               
 Basic XML Schema Patterns for Databinding Version 1.0                                                               , 2007-10-31 , http://www.w3.org/TR/2007/WD-xmlschema-patterns-20071031/            , WD               
 Battery Status API                                                                                           , 2011-11-29 , http://www.w3.org/TR/2011/WD-battery-status-20111129/                            , LastCall         
 Battery Status API                                                                                           , 2011-11-29 , http://www.w3.org/TR/2011/WD-battery-status-20111129/                            , WD               
 Battery Status API                                                                                           , 2012-05-08 , http://www.w3.org/TR/2012/CR-battery-status-20120508/                            , CR               
 Battery Status API                                                                                           , 2014-08-28 , http://www.w3.org/TR/2014/WD-battery-status-20140828/                            , LastCall         
 Battery Status API                                                                                           , 2014-08-28 , http://www.w3.org/TR/2014/WD-battery-status-20140828/                            , WD               
 Battery Status API                                                                                           , 2014-12-09 , http://www.w3.org/TR/2014/CR-battery-status-20141209/                            , CR               
 Battery Status Event Specification                                                                    , 2011-04-26 , http://www.w3.org/TR/2011/WD-battery-status-20110426/                    , WD               
 Battery Status Event Specification                                                                    , 2011-06-02 , http://www.w3.org/TR/2011/WD-battery-status-20110602/                    , WD               
 Battery Status Events                                                                                 , 2011-09-15 , http://www.w3.org/TR/2011/WD-battery-status-20110915/                    , WD               
 Beacon                                                                                                       , 2013-10-29 , http://www.w3.org/TR/2013/WD-beacon-20131029/                                    , WD               
 Beacon                                                                                                       , 2014-06-24 , http://www.w3.org/TR/2014/WD-beacon-20140624/                                    , LastCall         
 Beacon                                                                                                       , 2014-06-24 , http://www.w3.org/TR/2014/WD-beacon-20140624/                                    , WD               
 Behavioral Extensions to CSS                                                                            , 2007-02-05 , http://www.w3.org/TR/2007/WD-becss-20070205                            , WD               
 Behavioral Extensions to CSS                                                                                 , 2014-10-14 , http://www.w3.org/TR/2014/NOTE-becss-20141014/                                   , NOTE             
 Behavioral Extensions to CSS                                                                                 , 2014-10-14 , http://www.w3.org/TR/2014/NOTE-becss-20141014/                                   , Retired          
 Behavioral Extensions to CSS                                                                                        , 2007-10-19 , http://www.w3.org/TR/2007/WD-becss-20071019                          , WD               
 Best Practice Recipes for Publishing RDF Vocabularies                                          , 2006-03-14 , http://www.w3.org/TR/2006/WD-swbp-vocab-pub-20060314/               , WD       
 Best Practice Recipes for Publishing RDF Vocabularies                                                 , 2008-01-23 , http://www.w3.org/TR/2008/WD-swbp-vocab-pub-20080123/                  , WD               
 Best Practice Recipes for Publishing RDF Vocabularies                                                 , 2008-08-28 , http://www.w3.org/TR/2008/NOTE-swbp-vocab-pub-20080828/                , NOTE             
 Best Practices for Authoring HTML: Handling Right-to-left Scripts                                     , 2009-07-14 , http://www.w3.org/TR/2009/WD-i18n-html-tech-bidi-20090714/               , WD               
 Best practices for creating MMI Modality Components                                                   , 2011-03-01 , http://www.w3.org/TR/2011/NOTE-mmi-mcbp-20110301/                        , NOTE             
 Best Practices for Fragment Identifiers and Media Type Definitions                                           , 2012-07-26 , http://www.w3.org/TR/2012/WD-fragid-best-practices-20120726/                     , WD               
 Best Practices for Fragment Identifiers and Media Type Definitions                                           , 2012-10-25 , http://www.w3.org/TR/2012/WD-fragid-best-practices-20121025/                     , LastCall         
